title,price,url,Profit Margins
Xbox 360 games and Xbox connect. If buyer takes all the games will sell for $5 each. BLACK OPS SOLD,10.0,/marketplace/item/1000377872238709/,335.0
listed,19.0,/marketplace/item/650885564334797/,321.0
gran turismo sport,20.0,/marketplace/item/650885564334797/,152.0
Nintendo DS games,5.0,/marketplace/item/717330904395041/,719.0
grand theft auto liberty city stories -,20.0,/marketplace/item/737178298721704/,206.0
socom -,10.0,/marketplace/item/737178298721704/,209.0
killzone liberation -,10.0,/marketplace/item/737178298721704/,1496.0
syphon filter logan’s shadow -,10.0,/marketplace/item/737178298721704/,697.0
mx x atv -,10.0,/marketplace/item/737178298721704/,323.0
ghost recon -,10.0,/marketplace/item/737178298721704/,1986.0
computer games.,12.0,/marketplace/item/1252950372940326/,236.0
call of duty games-,15.0,/marketplace/item/1334030517865735/,72.0
assassins creed-,10.0,/marketplace/item/1334030517865735/,83.0
batman games-,10.0,/marketplace/item/1334030517865735/,60.0
force unleashed-,20.0,/marketplace/item/1334030517865735/,198.0
duke nukem forever –,10.0,/marketplace/item/4210481132530160/,105.0
blazblue,10.0,/marketplace/item/1273251521177431/,681.0
sid meiers pirates -,20.0,/marketplace/item/699083329635909/,226.0
the force unleashed -,15.0,/marketplace/item/699083329635909/,215.0
lego batman the video game -,15.0,/marketplace/item/699083329635909/,115.0
lego batman the video game (umd only) -,10.0,/marketplace/item/699083329635909/,30.0
finding nemo =,10.0,/marketplace/item/667948405847357/,34.0
spiderman =,20.0,/marketplace/item/667948405847357/,11.0
the sims =,20.0,/marketplace/item/667948405847357/,61.0
the sims bustin’ out =,10.0,/marketplace/item/667948405847357/,17.0
sudeki -,17.0,/marketplace/item/1074673754499201/,11.0
the urbz: sims in the city -,14.0,/marketplace/item/1074673754499201/,172.0
total overdose -,10.0,/marketplace/item/1074673754499201/,830.0
tom clancy’s splinter cell -,10.0,/marketplace/item/1074673754499201/,215.0
tom clancy’s splinter cell: pan. tomorrow -,12.0,/marketplace/item/1074673754499201/,390.0
unreal championship -,10.0,/marketplace/item/1074673754499201/,284.0
virtual pool: tournament edition -,10.0,/marketplace/item/1074673754499201/,18.0
kung fu chaos -,10.0,/marketplace/item/1029827785723287/,474.0
need for speed: underground -,10.0,/marketplace/item/1029827785723287/,20.0
nightcaster: defeat the darkness -,12.0,/marketplace/item/1029827785723287/,443.0
obscure -,50.0,/marketplace/item/1029827785723287/,97.0
oddworld: munch’s odyssey -,50.0,/marketplace/item/1029827785723287/,106.0
robots -,12.0,/marketplace/item/1029827785723287/,525.0
rocky -,10.0,/marketplace/item/1029827785723287/,54.0
spartan total warrior -,10.0,/marketplace/item/1029827785723287/,14.0
aladdin -,15.0,/marketplace/item/1359091875160278/,103.0
desert strike -,15.0,/marketplace/item/1359091875160278/,103.0
jimmy white’s whirlwind snooker -,10.0,/marketplace/item/1359091875160278/,189.0
jungle strike -,20.0,/marketplace/item/1359091875160278/,251.0
jurassic park -,20.0,/marketplace/item/1359091875160278/,77.0
lemmings -,15.0,/marketplace/item/1359091875160278/,353.0
mercs -,35.0,/marketplace/item/1359091875160278/,55.0
primal rage -,30.0,/marketplace/item/1359091875160278/,49.0
shane warne cricket -,15.0,/marketplace/item/1359091875160278/,581.0
sonic the hedgehog -,10.0,/marketplace/item/1359091875160278/,5573.0
sub-terrania -,20.0,/marketplace/item/1359091875160278/,651.0
super thunder bl. -,10.0,/marketplace/item/1359091875160278/,3755.0
the ottifants -,15.0,/marketplace/item/1359091875160278/,285.0
world class leaderboard -,15.0,/marketplace/item/1359091875160278/,904.0
x-men -,40.0,/marketplace/item/1359091875160278/,863.0
"(includes: drake’s fortune, among thieves, and drake’s deception) -",20.0,/marketplace/item/1827496327845456/,491.0
the last of us: remastered -,15.0,/marketplace/item/1827496327845456/,1258.0
gauntlet legends -,190.0,/marketplace/item/547527377741039/,94.0
millennium soldier expendable -,50.0,/marketplace/item/547527377741039/,84.0
planet ring -,20.0,/marketplace/item/547527377741039/,180.0
resident evil code veronica -,95.0,/marketplace/item/547527377741039/,136.0
shadow man -,65.0,/marketplace/item/547527377741039/,495.0
snow surfers -,30.0,/marketplace/item/547527377741039/,417.0
virtua tennis sega professional tennis -,50.0,/marketplace/item/547527377741039/,169.0
Play station  games,30.0,/marketplace/item/1154657650029830/,90.0
matrix path of neo -,15.0,/marketplace/item/1714155992537197/,487.0
forza motorsport -,20.0,/marketplace/item/1714155992537197/,33.0
team sonic racing -,15.0,/marketplace/item/985126693715262/,79.0
lot -,10.0,/marketplace/item/2000758794064616/,759.0
yoshi,20.0,/marketplace/item/976801887731306/,23.0
listed,13.0,/marketplace/item/24161849810085055/,113.0
both in great condition.,30.0,/marketplace/item/1369254550939196/,1013.0
as per title,15.0,/marketplace/item/1413418573204428/,186.0
banjo tooie,160.0,/marketplace/item/1273071760874340/,211.0
rise of the argonauts -,12.0,/marketplace/item/1755170672041476/,195.0
sega mega drive ultimate collection -,10.0,/marketplace/item/1755170672041476/,468.0
sengoku basara: samurai heroes -,50.0,/marketplace/item/1755170672041476/,643.0
sid meier’s civilization: revolution -,10.0,/marketplace/item/1755170672041476/,186.0
soulcalibur iv -,10.0,/marketplace/item/1755170672041476/,144.0
star hawk -,10.0,/marketplace/item/1755170672041476/,270.0
the elder scrolls iv: oblivion game of the year edition -,20.0,/marketplace/item/1755170672041476/,497.0
the lord of the rings: aragorn’s quest -,10.0,/marketplace/item/1755170672041476/,3957.0
the lord of the rings: war in the north -,10.0,/marketplace/item/1755170672041476/,113.0
the testament of sherlock holmes -,17.0,/marketplace/item/1755170672041476/,125.0
the tomb raider trilogy -,26.0,/marketplace/item/1755170672041476/,30.0
the walking dead game of the year edition -,15.0,/marketplace/item/1755170672041476/,134.0
the walking dead: survival instinct -,20.0,/marketplace/item/1755170672041476/,280.0
transformers: war for cybertron -,85.0,/marketplace/item/1755170672041476/,101.0
turok -,15.0,/marketplace/item/1755170672041476/,264.0
valkyria chronicles -,10.0,/marketplace/item/1755170672041476/,143.0
"xbox, cords, contollers and",16.0,/marketplace/item/1859327478190182/,174.0
postage: tracked shipping australia-wide for,10.0,/marketplace/item/1362171555013894/,756.0
different loss games all working perfectly price from,10.0,/marketplace/item/2215539255551552/,74.0
packman - market price -,20.0,/marketplace/item/3133882246764744/,13.0
mud - complete in case -,17.0,/marketplace/item/3133882246764744/,40.0
Gameboy Advance games,10.0,/marketplace/item/1370581987360229/,134.0
sega international victory goal -,20.0,/marketplace/item/591744123682015/,1135.0
virtua fighter -,50.0,/marketplace/item/591744123682015/,371.0
or separate  all games are working perfectly no cases only disc games,10.0,/marketplace/item/744627584637919/,88.0
Xbox Games,20.0,/marketplace/item/986061740042108/,58.0
worms,10.0,/marketplace/item/1856102248570958/,18.0
collection of kids games.,25.0,/marketplace/item/1258721195229951/,22.0
dragonball z battle of z -,25.0,/marketplace/item/1762109367720024/,153.0
spiderman: web of shadows (wii) –,15.0,/marketplace/item/1131919125429471/,17.0
nfs heat,30.0,/marketplace/item/707842565499518/,38.0
plants vs zombies battle for neighborville,30.0,/marketplace/item/707842565499518/,494.0
ratchet & clank (sealed),25.0,/marketplace/item/707842565499518/,36.0
red dead redemption ii,20.0,/marketplace/item/707842565499518/,275.0
spider-man,30.0,/marketplace/item/707842565499518/,35.0
star wars battlefront,10.0,/marketplace/item/707842565499518/,304.0
star wars jedi fallen order,20.0,/marketplace/item/707842565499518/,62.0
star wars squadrons,10.0,/marketplace/item/707842565499518/,603.0
original xbox games all games are working perfectly price start from,20.0,/marketplace/item/1421227349079608/,407.0
price start from,20.0,/marketplace/item/1421227349079608/,436.0
might do bundle price for,10.0,/marketplace/item/1421227349079608/,164.0
• test drive unlimited –,15.0,/marketplace/item/1968838773943511/,80.0
• tetris evolution –,20.0,/marketplace/item/1968838773943511/,1238.0
• the elder scrolls v: skyrim [sb; from ‘exclusive eb games edition’] –,20.0,/marketplace/item/1968838773943511/,62.0
• the lord of the rings: conquest –,32.0,/marketplace/item/1968838773943511/,22.0
• the lord of the rings: war in the north [sb; from ‘collector's edition] –,15.0,/marketplace/item/1968838773943511/,81.0
• the spiderwick chronicles (disc only) –,12.0,/marketplace/item/1968838773943511/,107.0
• thief [mp; from ‘limited edition’] –,14.0,/marketplace/item/1968838773943511/,184.0
• thrillville: off the rails –,14.0,/marketplace/item/1968838773943511/,156.0
• tiger woods pga tour,11.0,/marketplace/item/1968838773943511/,151.0
• tom clancy's splinter cell: conviction [sb; from ‘limited collector's edition’] (includes original soundtrack disc) –,27.0,/marketplace/item/1968838773943511/,126.0
• tomb raider: anniversary (disc front has minor marks) –,18.0,/marketplace/item/1968838773943511/,360.0
• toy story mania (disc + case only) –,16.0,/marketplace/item/1968838773943511/,33.0
• turbo: super stunt squad (disc + case only) –,18.0,/marketplace/item/1968838773943511/,108.0
• two worlds (disc + case only) –,12.0,/marketplace/item/1968838773943511/,70.0
• two worlds ii –,22.0,/marketplace/item/1968838773943511/,80.0
• two worlds ii [velvet game of the year] (disc only) –,20.0,/marketplace/item/1968838773943511/,87.0
• vampire rain –,14.0,/marketplace/item/1968838773943511/,180.0
• viva pinata: party animals –,11.0,/marketplace/item/1968838773943511/,873.0
• watch_dogs [sb; from ‘limited edition’] –,18.0,/marketplace/item/1968838773943511/,241.0
• wolfenstein: the new order –,12.0,/marketplace/item/1968838773943511/,166.0
• world of outlaws: sprint cars –,14.0,/marketplace/item/1968838773943511/,299.0
• wwe legends of wrestlemania –,10.0,/marketplace/item/1968838773943511/,92.0
• xcom: enemy unknown –,11.0,/marketplace/item/1968838773943511/,94.0
• xcom: enemy within [commander edition] –,34.0,/marketplace/item/1968838773943511/,45.0
• x-men: the official game (disc + case only) –,18.0,/marketplace/item/1968838773943511/,302.0
40 PS3 games all games working perfectly no scratches on discs price start from $35Each,25.0,/marketplace/item/1399922714643728/,14.0
the beatles rock band,10.0,/marketplace/item/1019743910241409/,3548.0
tom clancy’s ghost recon future soldier,10.0,/marketplace/item/1019743910241409/,128.0
tom clancy’s endwar,10.0,/marketplace/item/1019743910241409/,425.0
guitar hero,10.0,/marketplace/item/1019743910241409/,977.0
wii games all games are working perfectly no scratches on disc price start from,30.0,/marketplace/item/1376417836768425/,69.0
immortals fenyx rising,10.0,/marketplace/item/1093473065930842/,611.0
sonic team racing,20.0,/marketplace/item/1093473065930842/,988.0
farcry new dawn,10.0,/marketplace/item/1093473065930842/,210.0
two point hospital,20.0,/marketplace/item/1093473065930842/,131.0
star wars jedi fallen order,10.0,/marketplace/item/1093473065930842/,79905.0
crash n sane trilogy,100.0,/marketplace/item/1093473065930842/,12.0
assasins creed unity,15.0,/marketplace/item/1093473065930842/,421.0
dc lego,10.0,/marketplace/item/1093473065930842/,186.0
assasins creed oddesy,10.0,/marketplace/item/1093473065930842/,1061.0
final fantasy,16.0,/marketplace/item/736305862192072/,349.0
divinity original sin -,20.0,/marketplace/item/736305862192072/,712.0
final fantasy,15.0,/marketplace/item/736305862192072/,250.0
madden,17.0,/marketplace/item/1373291230596035/,322.0
airblade -,20.0,/marketplace/item/599811372624599/,919.0
nba ballers -,10.0,/marketplace/item/599811372624599/,66.0
listed,22.0,/marketplace/item/613260454822873/,36.0
lego marvel super heroes,20.0,/marketplace/item/2785103008548030/,165.0
games all work. take the lot for,30.0,/marketplace/item/1072884450886244/,79.0
mini ninjas,15.0,/marketplace/item/1784620822412827/,425.0
split second velocity,15.0,/marketplace/item/1784620822412827/,122.0
super mario all stars,50.0,/marketplace/item/1046658723989307/,186.0
incantation,100.0,/marketplace/item/1046658723989307/,308.0
turrican,110.0,/marketplace/item/1046658723989307/,20.0
selling fifa,20.0,/marketplace/item/23882586454706897/,779.0
Bundle of 5x board games,30.0,/marketplace/item/1943862916376246/,143.0
mafia iii,15.0,/marketplace/item/1028082979400424/,193.0
call of duty modern warfare -,15.0,/marketplace/item/689905066990823/,171.0
watchdogs -,10.0,/marketplace/item/689905066990823/,17.0
mystery case file millionheir -,10.0,/marketplace/item/1109807904511919/,524.0
brain training -,10.0,/marketplace/item/1109807904511919/,228.0
captain toad treasure tracker,25.0,/marketplace/item/945356757694744/,23.0
lego city undercover,15.0,/marketplace/item/945356757694744/,23.0
"wii motion plus remote (needs a piece of foil to work, see photos)",25.0,/marketplace/item/945356757694744/,216.0
wii u gamepad hard case and silicone case,35.0,/marketplace/item/945356757694744/,55.0
wii u gamepad holder and charger,15.0,/marketplace/item/945356757694744/,20.0
carry case -,20.0,/marketplace/item/942775397841573/,380.0
alvin and the chipmunks,15.0,/marketplace/item/1160044045668864/,208.0
amplitude,30.0,/marketplace/item/1160044045668864/,105.0
arcade action,30.0,/marketplace/item/1160044045668864/,68.0
butt ugly martians,20.0,/marketplace/item/1160044045668864/,56.0
choro q,45.0,/marketplace/item/1160044045668864/,12.0
crash n burn,10.0,/marketplace/item/1160044045668864/,142.0
dot hack mutation,100.0,/marketplace/item/1160044045668864/,132.0
fatal fury,30.0,/marketplace/item/1160044045668864/,245.0
fatal fury,40.0,/marketplace/item/1160044045668864/,164.0
freak out,20.0,/marketplace/item/1160044045668864/,173.0
freedom fighters,25.0,/marketplace/item/1160044045668864/,77.0
frogger beyond,40.0,/marketplace/item/1160044045668864/,126.0
gadget and the gadgetinis,10.0,/marketplace/item/1160044045668864/,121.0
london taxi rush hour,40.0,/marketplace/item/1160044045668864/,39.0
looney tunes back in action,50.0,/marketplace/item/1160044045668864/,190.0
maken shao,45.0,/marketplace/item/1160044045668864/,144.0
marcel desally,10.0,/marketplace/item/1160044045668864/,160.0
master rallye,20.0,/marketplace/item/1160044045668864/,322.0
megaman x command mission,45.0,/marketplace/item/1160044045668864/,66.0
metropolismania,15.0,/marketplace/item/1160044045668864/,345.0
monkey ball adventure,10.0,/marketplace/item/1160044045668864/,676.0
naval ops commander,35.0,/marketplace/item/1160044045668864/,68.0
nba hoopz,35.0,/marketplace/item/1160044045668864/,46.0
party carnival,30.0,/marketplace/item/1160044045668864/,789.0
pippa funnell,20.0,/marketplace/item/1160044045668864/,196.0
r racing,25.0,/marketplace/item/1160044045668864/,242.0
real play pool,20.0,/marketplace/item/1160044045668864/,107.0
realplay racing,25.0,/marketplace/item/1160044045668864/,253.0
rumble racing,15.0,/marketplace/item/1160044045668864/,26.0
skateboard madness,15.0,/marketplace/item/1160044045668864/,87.0
sword of the samurai,30.0,/marketplace/item/1160044045668864/,93.0
swords of destiny,35.0,/marketplace/item/1160044045668864/,53.0
total overdose,15.0,/marketplace/item/1160044045668864/,678.0
wrath unleashed,15.0,/marketplace/item/1160044045668864/,37.0
yeti sports,25.0,/marketplace/item/1160044045668864/,35.0
zombie zone,70.0,/marketplace/item/1160044045668864/,89.0
bob the builder: fix it fun -,10.0,/marketplace/item/1178076897031206/,957.0
harry potter and the chamber of secrets -,20.0,/marketplace/item/1178076897031206/,348.0
harry potter and the philosopher’s stone -,10.0,/marketplace/item/1178076897031206/,94.0
looney tunes -,15.0,/marketplace/item/1178076897031206/,176.0
mario tennis -,30.0,/marketplace/item/1178076897031206/,147.0
prince naseem boxing -,25.0,/marketplace/item/1178076897031206/,77.0
rugrats in paris -,15.0,/marketplace/item/1178076897031206/,105.0
the mummy returns -,25.0,/marketplace/item/1178076897031206/,118.0
loadable gba cartridge =,15.0,/marketplace/item/1813616075887485/,39.0
castlevania -,25.0,/marketplace/item/1443846960491581/,383.0
DS games and game case,10.0,/marketplace/item/916174000659026/,282.0
trials fusion-,20.0,/marketplace/item/10018794808232090/,2296.0
Video games for sale,10.0,/marketplace/item/1382874942721497/,395.0
Assorted Games,30.0,/marketplace/item/720479560761216/,21.0
Board games / smart game/ coding game,10.0,/marketplace/item/726763696650208/,11.0
Hunger Games books,20.0,/marketplace/item/1269708731531046/,83.0
hot wheels extreme racing,20.0,/marketplace/item/742202628406957/,40.0
resident evil outbreak - no manual -,35.0,/marketplace/item/615227568249861/,12.0
rugrats in paris (sealed) -,15.0,/marketplace/item/2117756185357856/,69.0
spongebob squarepants: supersponge -,10.0,/marketplace/item/2117756185357856/,342.0
30 PS3 Games All Are Working Perfectly Price Start From $$25Each,25.0,/marketplace/item/4365320023696284/,36.0
the sims bustin out -,10.0,/marketplace/item/707592165257399/,561.0
king kong -,10.0,/marketplace/item/707592165257399/,218.0
disney infinity patrol and figures working with all video games consoles price start from,35.0,/marketplace/item/3690846537712795/,191.0
super karts - wii -,10.0,/marketplace/item/24306752928920022/,1362.0
ecco the dolphin -,95.0,/marketplace/item/631987816460993/,15.0
road avenger -,35.0,/marketplace/item/631987816460993/,273.0
asseto corsa-,20.0,/marketplace/item/1337796150887633/,27.0
monster jam steel titans-,10.0,/marketplace/item/1337796150887633/,99.0
middle row,10.0,/marketplace/item/2497868653906473/,68.0
photosynthesis,25.0,/marketplace/item/1299669551500018/,160.0
"okko chronicles, cycle of water: quest into darkness",40.0,/marketplace/item/1299669551500018/,117.0
the quarry -,20.0,/marketplace/item/658137190540585/,131.0
Sealed travel games,15.0,/marketplace/item/1213813020480022/,210.0
xbox one games bundle deal with,11.0,/marketplace/item/1578154606178632/,526.0
xbox one bundle deal with,11.0,/marketplace/item/1578154606178632/,703.0
mass effect trilogy pc;,20.0,/marketplace/item/1470519240642579/,15.0
morrowind xbox;,40.0,/marketplace/item/1470519240642579/,88.0
- fifa,13.0,/marketplace/item/886654980061539/,281.0
onimusha warlords -,20.0,/marketplace/item/1056502759918618/,1402.0
onimusha dawn of dreams -,50.0,/marketplace/item/1056502759918618/,34.0
medal of honour rising sun -,10.0,/marketplace/item/1056502759918618/,149.0
medal of honour frontline -,10.0,/marketplace/item/1056502759918618/,2542.0
- fifa,19.0,/marketplace/item/498244726654078/,37.0
san andreas -,20.0,/marketplace/item/1034898548792105/,315.0
playstation games,10.0,/marketplace/item/1748439682545606/,443.0
Hunger games book bundle,10.0,/marketplace/item/24081600641473964/,153.0
"charades, drinko and smart ass -",15.0,/marketplace/item/1953782982055382/,237.0
call of duty black ops,10.0,/marketplace/item/1805802493645919/,222.0
carrier command  gara mission,10.0,/marketplace/item/1805802493645919/,279.0
battlestations: midway™,10.0,/marketplace/item/1805802493645919/,26.0
double pack: lego batman the video game & pure,10.0,/marketplace/item/1805802493645919/,241.0
just cause,10.0,/marketplace/item/1805802493645919/,169.0
guitar hero warriors of rock,10.0,/marketplace/item/1805802493645919/,189.0
assassin‘s creed rogue,10.0,/marketplace/item/1805802493645919/,225.0
enchanted arms,10.0,/marketplace/item/1805802493645919/,2084.0
🕹️ international superstar soccer –,15.0,/marketplace/item/1263006152161356/,140.0
📀 pokémon sun –,20.0,/marketplace/item/1263006152161356/,14.0
📀 super smash bros –,15.0,/marketplace/item/1263006152161356/,226.0
🎮 super smash bros ultimate –,50.0,/marketplace/item/1263006152161356/,97.0
🕹️ super mario all-stars –,20.0,/marketplace/item/1263006152161356/,126.0
🎮 ssx –,10.0,/marketplace/item/1263006152161356/,61.0
🛹 tony hawk –,15.0,/marketplace/item/1263006152161356/,209.0
# delivery: estimated delivery within,10.0,/marketplace/item/1144774127331838/,191.0
burnout -,15.0,/marketplace/item/1209301090506334/,166.0
guitar hero -,15.0,/marketplace/item/1209301090506334/,72.0
• call of duty: infinite warfare [legacy pro edition; sb] -,25.0,/marketplace/item/1878604936318115/,86.0
• dark souls iii (no manual; includes cd) [mp] -,28.0,/marketplace/item/1878604936318115/,28.0
• destiny [sb] -,10.0,/marketplace/item/1878604936318115/,524.0
• deus ex: mankind divided [sb] -,17.0,/marketplace/item/1878604936318115/,737.0
• evolve [mp] -,13.0,/marketplace/item/1878604936318115/,1045.0
• fifa,16.0,/marketplace/item/1878604936318115/,344.0
• final fantasy xv [special edition; sb] -,15.0,/marketplace/item/1878604936318115/,449.0
